AphiaID,rank,scientificname
140130,Species,Callistochiton pachylasmae
140150,Species,Lepidochitona (Lepidochitona) stroemfelti
140175,Species,Marsenina glabra
140183,Species,Lepetella espinosae
140189,Species,Lepidomenia hystrix
140204,Species,Leptochiton gascognensis
140207,Species,Leptochiton odhneri
140213,Species,Leptochiton thalattius
140234,Species,Lima marioni
140238,Species,Limatula hyperborea
140248,Species,Psilodens tenuis
140251,Species,Limopsis angusta
140293,Species,Eastonia rugosa
140304,Species,Madrella aurantiaca
140309,Species,Granulina boucheti
140310,Species,Granulina gofasi
140317,Species,Granulina occulta
140337,Species,Mastigoteuthis grimaldii
140343,Species,Mathilda gemmulata
140344,Species,Mathilda quadricarinata
140345,Species,Mathilda retusa
140347,Species,Tuba pinguis
140350,Species,Donacilla cornea
140368,Species,Kelliopsis jozinae
140411,Species,Orania fusulus
140433,Species,Sphenia rueppellii
140438,Species,Crenella arenaria
140441,Species,Crenella pellucida
140456,Species,Idas modiolaeformis
140494,Species,Nassarius corniculum
140566,Species,Veleropilina reticulata
140569,Species,Smaragdia souverbiana
140595,Species,Finella pupoides
140609,Species,Taningia danae
140618,Species,Omalogyra simplex
140620,Species,Retrotortina fuscata
140623,Species,Sthenoteuthis pteropus
140632,Species,Doridunculus echinulatus
140657,Species,Crassostrea virginica
140670,Species,Simnia purpurea
140678,Species,Patella candei
140682,Species,Patella piperata
140788,Species,Baptodoris cinnabarina
140859,Species,Dorymenia sarsii
140877,Species,Copulabyssia corrugata
140945,Species,Eulimella bogii
140950,Species,Eulimella neoattenuata
140960,Species,Euparthenia bulinea
140967,Species,Liostomia hansgei
141036,Species,Ondina obliqua
141041,Species,Pseudoscilla bilirata
141046,Species,Syrnola fasciata
141049,Species,Tiberia minuscula
141055,Species,Turbonilla atlantica
141062,Species,Turbonilla fulgidula
141091,Species,Turbonilla semicostata
141092,Species,Turbonilla sinuosa
141124,Species,Pyrunculus hoernesi
141155,Species,Alvania algeriana
141183,Species,Alvania dorbignyi
141185,Species,Alvania elegantissima
141187,Species,Alvania fischeri
141194,Species,Alvania hirta
141205,Species,Alvania lanciae
141222,Species,Alvania pagodula
141223,Species,Alvania parvula
141224,Species,Alvania piersmai
141232,Species,Alvania rudis
141246,Species,Alvania subcrenulata
141250,Species,Alvania tessellata
141265,Species,Boreocingula castanea
141276,Species,Crisilla marioni
141278,Species,Crisilla picta
141310,Species,Onoba gianninii
141313,Species,Onoba islandica
141347,Species,Rissoa auriformis
141355,Species,Rissoa italiensis
141367,Species,Rissoa rodhensis
141382,Species,Setia antipolitana
141388,Species,Setia latior
141400,Species,Setia valvatoides
141453,Species,Sepiola affinis
141456,Species,Sepiola intermedia
141470,Species,Siphonaria pectinata
141476,Species,Akritogyra similis
141481,Species,Anekes sculpturata
141484,Species,Cirsonella gaudryi
141500,Species,Lissomphalia bithynoides
141504,Species,Lissotesta turrita
141509,Species,Palazzia ausonia
141510,Species,Parviturbo elegantulus
141515,Species,Retigyra granulosa
141525,Species,Skenea pelagia
141540,Species,Skeneopsis sultanarum
141609,Species,Teredora malleolus
141680,Species,Thysanoteuthis rhombus
141688,Species,Discopsis costulatus
141696,Species,Tricolia deschampsi
141704,Species,Tricolia tingitana
141706,Species,Trimusculus mammillaris
141713,Species,Cheirodonta pallescens
141714,Species,Cosmotriphora melanura
141723,Species,Obesula marisnostri
141727,Species,Strobiligera brychia
141728,Species,Strobiligera flammulata
141729,Species,Strobiligera lubrica
141755,Species,Calliostoma gualterianum
141770,Species,Clanculus berthelotii
141775,Species,Danilia affinis
141783,Species,Gibbula delgadensis
141797,Species,Gibbula spurca
141803,Species,Gibbula varia
141804,Species,Gibbula vimontiae
141809,Species,Jujubinus guanchus
141814,Species,Jujubinus ruscurianus
141834,Species,Solariella cincta
141837,Species,Solariella lusitanica
141861,Species,Fusiturris similis
141862,Species,Fusiturris undatiruga
141885,Species,Diplodonta torelli
141887,Species,Vampyroteuthis infernalis
141915,Species,Globivenus effossa
141962,Species,Vitreledonella richardi
141968,Species,Volutomitra groenlandica
141973,Species,Xylodiscula boucheti
141974,Species,Xylodiscula lens
142033,Family,Convolutidae
142037,Family,Hofsteniidae
142038,Family,Mecynostomidae
142039,Family,Nadinidae
142040,Family,Otocelididae
142041,Family,Paratomellidae
142044,Family,Solenofilomorphidae
142045,Family,Taurididae
142046,Family,Retronectidae
142047,Family,Stenostomidae
142048,Family,Tyrrheniellidae
142049,Family,Haplopharyngidae
142050,Family,Gnosonesimidae
142051,Family,Dolichomacrostomidae
142052,Family,Macrostomidae
142053,Family,Microstomidae
142070,Family,Pseudocerotidae
142163,Genus,Haploposthia
142164,Genus,Kuma
142165,Genus,Parahaplogonaria
142170,Genus,Eumecynostomum
142199,Genus,Megamorion
142200,Genus,Meiocheta
142201,Genus,Myozonaria
142215,Genus,Trigonoporus
142222,Genus,Eurylepta
142223,Genus,Oligocladus
142239,Genus,Prosthiostomum
142243,Genus,Yungia
142246,Genus,Armatoplana
142249,Genus,Stylochoplana
142253,Genus,Enterostomula
142254,Genus,Euxinia
142255,Genus,Monoophorum
142256,Genus,Genostoma
142257,Genus,Acmostomum
142285,Genus,Baicalellia
142349,Genus,Itaipusa
142351,Genus,Leguta
142404,Genus,Ciliopharyngiella
142495,Genus,Otoplanella
142515,Genus,Foviella
142516,Genus,Uteriporus
142620,Species,Postaphanostoma glandulosum
142621,Species,Praeaphanostoma brevifrons
142622,Species,Praeaphanostoma chaetocaudatum
142744,Species,Paromalostomum massiliensis
142745,Species,Paromalostomum minutum
142746,Species,Paromalostomum parvum
142749,Species,Antromacrostomum armatum
142750,Species,Bradynectes sterreri
142751,Species,Macrostomum balticum
142868,Species,Allostoma pallidum
142997,Species,Pogaina natans
142998,Species,Pogaina suecica
142999,Species,Provortex affinis
143124,Species,Cheliplana pusilla
143136,Species,Karkinorhynchides purpureus
143142,Species,Lehardyia megalopharynx
143237,Species,Typhlopolycystis coomansi
143300,Species,Thylacorhynchus filostylis
143301,Species,Thylacorhynchus longicirrus
143302,Species,Thylacorhynchus pyriferus
143303,Species,Thylacorhynchus vicarus
143311,Species,Maehrenthalia agilis
143312,Species,Maehrenthalia americana
143314,Species,Parabyrsophlebs coeca
143315,Species,Ciliopharyngiella constricta
143316,Species,Ciliopharyngiella intermedia
143317,Species,Adenorhynchus balticus
143318,Species,Brinkmanniella macrostomoides
143341,Species,Promesostoma karlingi
143374,Species,Lenopharynx languidus
143375,Species,Proceropharynx anophthalmus
143376,Species,Proceropharynx litoralis
143377,Species,Solenopharynx flavidus
143378,Species,Sopharynx oculatus
143379,Species,Sopharynx typhlops
143452,Species,Trigonostomum coronatum
143458,Species,Trigonostomum setigerum
143459,Species,Trigonostomum venenosum
143463,Species,Castrada subsalsa
143525,Species,Archilopsis marifuga
143526,Species,Archilopsis spinosa
143527,Species,Archilopsis unipunctata
143528,Species,Archimonocelis bathycola
143649,Species,Procerodes plebeia
146419,Subphylum,Vertebrata
146494,Species,Anilocra physodes
146535,Species,Balticina christii
146829,Genus,Oshurkovia
146886,Species,Dendrobeania levinseni
146900,Species,Crassostrea angulata
146906,Genus,Fabulina
146922,Species,Melita nitida
146943,Species,Duva florida
147002,Species,Liriopsis pygmaea
147048,Genus,Nuculoma
147102,Genus,Pillucina
147120,Genus,Portunion
147151,Species,Semibugula birulai
148526,Species,Hippolyte huntii
148593,Genus,Apocorophium
148628,Family,Leptanthuridae
148642,Species,Pinnotherion vermiforme
148706,Subfamily,Mysinae
148743,Subphylum,Asterozoa
150919,Species,Ephydra riparia
150935,Subfamily,Limoniinae
150948,Family,Muscidae
151267,Family,Phasianellidae
151344,Genus,Helcion
152299,Superfamily,Lepralielloidea
152318,Genus,Jupiteria
152338,Subgenus,Scolelepis (Scolelepis)
152410,Subfamily,Venerinae
152423,Genus,Mendicula
152488,Species,Archimonocelis staresoi
152686,Genus,Stenosemus
152831,Subfamily,Mactrinae
153450,Family,Janolidae
153667,Superfamily,Celleporoidea
153759,Genus,Lepralia
155170,Species,Phyllochaetopterus anglicus
155413,Species,Rhynchonereella gracilis
155460,Species,Melinnopsis atlantica
155483,Family,Melinnidae
155503,Genus,Stylarioides
155531,Family,Protodriloididae
155533,Species,Spirorbis corrugatus
155559,Species,Paulodora contorta
155712,Genus,Leuconoplana
155727,Superfamily,Bopyroidea
155736,Superfamily,Oniscoidea
155750,Superfamily,Nephropoidea
156065,Species,Didemnum helgolandicum
156103,Species,Gersemia rubiformis
156105,Species,Glycymeris pilosa
156226,Species,Macoma moesta
156237,Species,Megaxinus transversus
156242,Species,Mitrella coccinea
156266,Species,Nothria africana
156274,Species,Okenia pulchella
156356,Species,Porella fragilis
156358,Species,Porella tumida
156361,Species,Proboscina gracilis
156370,Species,Pseudoflustra birulai
156391,Species,Schizoporella incerta
156447,Species,Tachyrhynchus reticulatus
156456,Species,Axinulus cycladius
156485,Subclass,Vetigastropoda
156498,Species,Yoldiella striolata
156730,Species,Abra lioica
156787,Species,Limopsis tenella
156987,Genus,Pythinella
157011,Species,Bathypolypus bairdii
157395,Species,Glycera sphyrabrancha
157447,Species,Leitoscoloplos fragilis
157501,Species,Nephtys picta
157568,Species,Sigambra bassi
157573,Species,Spio setosa
157616,Species,Anemonia melanaster
157750,Genus,Myicola
157882,Genus,Edotia
158153,Species,Tmetonyx gulosus
158269,Genus,Eunephthya
158306,Species,Paramacrostomum tricladoides
158398,Species,Munida iris
158417,Species,Hemigrapsus sanguineus
158491,Species,Astropecten articulatus
159824,Species,Crisia eburneodenticulata
159876,Species,Myriozoella plana
160020,Family,Hirudinidae
160056,Genus,Peloscolex
160143,Species,Buccinum finmarkianum
160234,Genus,Curtitoma
160427,Genus,Terebra
160488,Suborder,Tubuliporina
160502,Genus,Prenantia
160615,Species,Leucon (Leucon) affinis
162684,Genus,Antiopella
163758,Species,Zenometra columnaris
164201,Species,Amphoriscus chrysalis
164258,Species,Grantia phillipsi
164577,Species,Sycon faulkneri
165050,Species,Ircinia spiculosa
165244,Species,Spongia (Spongia) tubulifera
165647,Species,Monocrepidium minutum
165790,Subgenus,Halichondria (Halichondria)
165976,Species,Didiscus placospongioides
166575,Subgenus,Haliclona (Halichoclona)
166589,Subgenus,Haliclona (Haliclona)
166664,Species,Amphimedon chloros
167108,Family,Spongillidae
167486,Subgenus,Clathria (Clathria)
167653,Species,Clathria (Microciona) laevis
167845,Subgenus,Antho (Acarnia)
167851,Species,Antho (Acarnia) circonflexa
167932,Species,Echinoclathria translata
168120,Species,Raspailia (Parasyringella) agnata
168423,Species,Hamacantha (Hamacantha) johnsoni
168431,Species,Hamacantha (Vomerula) falcula
168481,Species,Merlia lipoclavidisca
169093,Species,Spirorhabdia vidua
169314,Species,Phorbas bihamiger
169424,Species,Myxilla (Burtonanchora) pedunculata
169719,Species,Oscarella microlobata
169725,Species,Oscarella viridis
170551,Species,Spheciospongia purpurea
170688,Species,Tentorium levantinum
171662,Species,Chonelasma choanoides
171851,Species,Amphidiscella monai
173292,Species,Molgula pulchra
173681,Species,Aglaophamus groenlandiae
173961,Species,Crisia kerguelensis
174198,Species,Verruca gibbosa
174931,Species,Betamorpha indentifrons
175034,Species,Nephasoma (Nephasoma) confusum
176948,Superfamily,Talitroidea
177537,Genus,Lumbriculus
177740,Genus,Echinomuricea
177823,Species,Chrysogorgia elegans
178134,Subspecies,Pseudarchaster gracilis gracilis
178239,Species,Cheiraster (Cheiraster) planus
178639,Species,Luidia sarsi
178778,Species,Hydrasterias ophidion
180813,Species,Archaeomenia nova
180843,Species,Simrothiella abysseuropaea
180870,Species,Profundisepta profundi
180894,Species,Pseudominolia nedyma
180912,Subspecies,Tricolia pullus picta
180969,Species,Alvania vermaasi
180975,Species,Manzonia bacalladoi
180988,Species,Hydrobia glyca
180989,Species,Hydrobia djerbaensis
181067,Species,Mitromorpha olivoidea
181143,Species,Odostomia improbabilis
181176,Species,Ringicula gianninii
181221,Species,Berthellina edwardsii
181332,Species,Planktomya prima
181477,Species,Apanthura excavata
181488,Species,Amphiura carnea
181542,Species,Cardium exiguum
181600,Species,Alticuma carinatum
182043,Species,Leptostylis borealis
182071,Species,Makrokylindrus (Adiastylis) alleni
182073,Species,Makrokylindrus (Adiastylis) anomalus
182202,Species,Bathylamprops michelae
182240,Species,Mesolamprops abyssalis
182243,Species,Murilamprops brasiliensis
182367,Species,Campylaspides canariensis
182402,Species,Campylaspis gamoi
182430,Species,Campylaspis paeneglabra
182528,Species,Cumella (Cumella) spicata
182611,Species,Procampylaspis hirta
182617,Species,Procampylaspis profunda
182627,Species,Scherocumella gurneyi
182788,Species,Claviderma gladiatum
182994,Species,Barbascalpellum rossi
183004,Species,Batopora rosula
183022,Species,Bonellia thomensis
183026,Species,Branchamphinome antarctica
183029,Species,Bruunellia bandae
183030,Species,Bryocryptella tubulata
183031,Species,Bugulella gracilis
183039,Species,Camptoplites unicornis
183068,Species,Cladocarpus tenuis
183071,Species,Columnella delicatissima
183129,Species,Diplobicellariella sinuosa
183134,Species,Ecamphicteis elongata
183147,Species,Eulitoma arcus
183159,Species,Exogone furcigera
183174,Species,Glyphanostomum abyssale
183219,Species,Ischnomesus roseus
183222,Species,Ixoreis psychropotae
183226,Species,Kinetoskias cyathus
183251,Species,Macrostylis abyssicola
183261,Species,Maxmuelleria verrucosum
183301,Species,Octacnemus zarcoi
183302,Species,Octolasmis nierstraszi
183309,Species,Ophelina groenlandica
183314,Species,Ophioleuce oxycraspedon
183315,Species,Ophiopleura inermis
183336,Species,Paroriza prouhoi
183338,Species,Paulillgia polycarpae
183340,Species,Peniagone incerta
183353,Species,Poecilasma kaempferi
183378,Species,Pseudothyone furnestini
183435,Species,Sipunculus (Sipunculus) lomonossovi
183437,Species,Sluiterina vitjazi
183459,Species,Syneurycope parallela
183464,Species,Tantillulum molle
183469,Species,Thalassema ovatum
183494,Subclass,Articulata
195914,Species,Raphitoma lineolata
195956,Species,Exogone (Exogone) lopezi
195964,Species,Inermosyllis balearica
195979,Species,Prosphaerosyllis longipapillata
196020,Species,Munidopsis abyssicola
196021,Species,Munidopsis anemia
196022,Species,Munidopsis aries
196595,Species,Discoteuthis laciniosa
196871,Species,Plectroninia celtica
196896,Family,Liotiidae
197452,Species,Solariella anarensis
204298,Genus,Anchistioides
204540,Genus,Allorchestes
205712,Genus,Dorippe
205825,Genus,Grandidierella
206454,Genus,Parheteromastus
206722,Genus,Cyclostrema
206928,Genus,Pontocaris
208822,Species,Charybdis (Charybdis) feriata
209046,Species,Paractaea rufopunctata
209882,Species,Armandia melanura
210145,Species,Schizophrys aspera
210397,Species,Metapenaeus affinis
211374,Species,Apanthura sandalensis
213013,Species,Pseudanthura lateralis
213087,Species,Henricia abyssalis
213632,Species,Elpidia gracilis
215163,Species,Turritella terebra
216028,Species,Celleporina costazii
216861,Species,Erronea caurica
216958,Species,Rissoina plicata
220538,Species,Phascolosoma (Phascolosoma) nigrescens
220640,Species,Smittina nitidissima
221539,Species,Celleporina mangnevillana
221559,Species,Temachia microstoma
221563,Species,Parasmittina rouvillei
221575,Species,Frondipora verrucosa
224570,Subclass,Caenogastropoda
224661,Species,Alvania peli
224663,Species,Alvania planciusi
224685,Species,Manzonia bravensis
224693,Species,Manzonia xicoi
224797,Genus,Eglisia
225162,Species,Anadara geissei
225240,Species,Tivela bicolor
225316,Genus,Muricanthus
225324,Subfamily,Ocenebrinae
225833,Species,Caulibugula arcasounensis
231681,Species,Rhizorhagium arenosum
233901,Species,Trachysalambria palaestinensis
234102,Species,Unio pictorum
234152,Species,Trophonopsis alboranensis
234410,Species,Phakellia hirondellei
234849,Species,Alitta grandis
235153,Subphylum,Linguliformea
235502,Species,Stenosarina sphenoidea
235517,Species,Acrobelesia cooperi
235549,Species,Chlidonophora incerta
235700,Species,Dallina parva
235789,Species,Asbestopluma (Asbestopluma) pennatula
235800,Species,Heliacus fallaciosus
236136,Species,Alcyonidium proboscideum
236498,Species,Peramphithoe spuria
236514,Species,Protohyale (Protohyale) grimaldii
236651,Species,Arachnanthus oligopodus
236722,Subspecies,Flexopecten glaber proteus
236732,Species,Haliris lamothei
237595,Family,Colletteidae
237834,Species,Sacculina gonoplaxae
237949,Infraclass,Copepoda incertae sedis
238066,Species,Folinella ghisottii
